city,id,adType,propertyType,accountType,surfaceArea,roomsQuantity,bedroomsQuantity,heating,hasCellar,toiletQuantity,floorQuantity,hasElevator,floor,energyClassification,greenhouseGazClassification,isInCondominium,agencyFeePercentage,newOrOld,price,pricePerSquareMeter,priceHasDecreased,district.libelle,district.id,workToDo,bathroomsQuantity,hasGarden,annualCondominiumFees,isDuplex,hasAlarm,terracesQuantity,hasPool,balconyQuantity,firePlacesQuantity,surfaceArea_bins,price_bins
Paris 20e,ag440414-327008523,buy,flat,mandatary,42.0,3,1.0,None,True,1.0,5.0,False,1.0,E,B,True,5.0,old,449000,10690.47619047619,False,Gambetta,100443,None,1.0,False,1440.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,immo-facile-48339765,buy,flat,agency,89.5,4,3.0,radiateur gaz individuel ,True,1.0,2.0,False,0.0,E,E,True,5.0,None,720000,8044.692737430168,False,La Chapelle - Marx Dormoy,100459,False,1.0,False,1240.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 11e,iad-france-1055398,buy,flat,mandatary,48.0,2,1.0,radiateur électrique individuel ,True,1.0,2.0,False,2.0,F,C,True,5.0,old,599000,12479.166666666666,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,2036.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 20e,immo-facile-48240399,buy,flat,agency,76.0,4,1.0,None,False,1.0,6.0,True,0.0,E,B,True,5.0,None,720000,9473.684210526315,False,Belleville,100448,False,1.0,False,4056.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,iad-france-1052913,buy,flat,mandatary,14.0,1,0.0,None,False,1.0,6.0,False,6.0,G,C,True,5.0,None,190000,13571.42857142857,False,Auteuil-Nord - Jasmin - Mirabeau,100479,None,1.0,False,156.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 12e,immo-facile-3385124,buy,flat,agency,53.02,3,2.0,radiateur gaz individuel ,True,1.0,5.0,True,1.0,E,E,True,5.0,old,521000,9826.480573368539,False,Bel-Air - Nord,100509,False,1.0,False,1764.0,False,False,0.0,False,0.0,1.0,middle,not-expensive
Paris 11e,keller-williams-1-34_1_43-90817,prestige,flat,agency,210.0,6,3.0,None,True,2.0,6.0,True,6.0,E,E,True,5.0,None,2250000,10714.285714285714,False,Nation - Alexandre Dumas,100512,None,1.0,False,11052.0,False,False,0.0,False,2.0,1.0,extralarge,veryExpensive
Paris 20e,gedeon-23755736,buy,flat,agency,50.0,3,2.0,Electrique,False,1.0,6.0,True,2.0,G,D,False,5.0,old,480000,9600.0,False,Père Lachaise - Réunion,100446,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 10e,iad-france-1022559,buy,flat,mandatary,60.0,3,2.0,radiateur gaz individuel ,True,1.0,5.0,True,3.0,D,E,True,5.0,old,638000,10633.333333333334,False,Porte Saint-Martin - Paradis,100517,None,1.0,False,2336.52,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 12e,iad-france-1022659,buy,flat,mandatary,60.0,3,2.0,gaz collectif ,True,1.0,7.0,True,3.0,D,D,True,5.0,new,588000,9800.0,False,Bel-Air - Sud,100508,None,1.0,False,2740.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 10e,apimo-6101547,buy,flat,agency,172.0,6,4.0,Radiateur Gaz Individuel ,False,1.0,4.0,True,1.0,D,D,False,5.0,None,1699000,9877.906976744185,False,Saint-Vincent de Paul - Lariboisière,100522,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 12e,immo-facile-47598806,buy,flat,agency,93.1,4,3.0,collectif ,True,2.0,6.0,True,1.0,E,E,True,5.0,None,945000,10150.375939849624,False,Bel-Air - Sud,100508,False,2.0,False,6234.08,False,False,0.0,False,0.0,0.0,large,expensive
Paris 11e,immo-facile-47268721,buy,flat,agency,58.25,3,1.0,individuel ,True,1.0,5.0,True,2.0,F,C,True,5.0,old,638550,10962.231759656652,False,Belleville - Saint-Maur,100515,False,1.0,False,1590.0,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 1er,immo-facile-47251637,buy,flat,agency,105.0,4,2.0,individuel ,True,3.0,5.0,True,2.0,D,B,True,5.0,None,1650000,15714.285714285714,False,Châtelet - Les Halles,100559,False,1.0,False,3526.0,False,True,0.0,False,2.0,0.0,large,veryExpensive
Paris 18e,hektor-68_cphagentsco-34834,buy,flat,mandatary,38.0,2,1.0,radiateur électrique individuel ,True,1.0,6.0,False,3.0,F,D,True,5.0,old,330000,8684.21052631579,False,Jules Joffrin,100464,None,1.0,False,1212.0,False,False,1.0,False,0.0,0.0,tiny,not-expensive
Paris 4e,immo-facile-45890581,buy,flat,agency,27.0,1,0.0,radiateur électrique individuel ,False,1.0,3.0,False,2.0,E,C,True,5.0,None,388000,13686.067037037037,False,Saint-Gervais,100551,False,1.0,False,1500.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 8e,apimo-5232034,buy,flat,agency,103.04,4,2.0,None,False,1.0,5.0,True,5.0,D,B,True,5.0,None,2780000,26979.813664596273,False,Triangle d'Or,100534,False,1.0,False,7280.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 20e,immo-facile-42937242,buy,flat,agency,232.0,6,3.0,None,False,2.0,2.0,False,0.0,D,E,True,5.0,None,1460000,6293.103448275862,False,Père Lachaise - Réunion,100446,False,2.0,False,4174.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 18e,mgc-88687983,buy,programme,developer,96.4,3,2.0,None,False,1.0,6.0,True,1.0,E,D,False,5.0,None,964000,10000.0,False,Jules Joffrin,100464,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 7e,adapt-immo-8500299490,buy,flat,agency,6.0,1,1.0,électrique ,False,1.0,6.0,True,6.0,G,C,True,7.0,old,107000,16666.666666666668,False,Champ de Mars,100535,None,1.0,False,164.24,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 19e,ag755942-358836487,buy,flat,agency,16.0,1,0.0,None,True,1.0,17.0,True,17.0,E,D,True,5.0,old,180000,11250.0,False,Flandre - Aubervilliers,100457,None,1.0,False,1020.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 13e,ag755942-358492552,buy,flat,agency,17.0,1,1.0,gaz ,True,1.0,6.0,True,0.0,G,G,False,5.0,old,205000,12058.823529411764,False,Bièvre Sud - Tolbiac,300696,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 11e,ag755942-360307426,buy,flat,agency,19.0,1,0.0,électricité ,False,1.0,5.0,True,2.0,E,B,True,5.0,old,215000,11315.78947368421,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,660.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 19e,ag755942-361150693,buy,flat,agency,35.0,1,0.0,None,True,1.0,10.0,True,10.0,D,D,True,5.0,old,310000,8857.142857142857,False,Flandre - Aubervilliers,100457,None,1.0,False,1920.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 18e,ag755942-358077058,buy,flat,agency,50.0,2,1.0,gaz ,True,1.0,6.0,True,1.0,E,E,True,5.0,old,330000,6600.0,False,Barbès - Château Rouge,100463,None,1.0,False,2196.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag755942-360688858,buy,flat,agency,31.0,1,0.0,électricité ,False,1.0,3.0,False,1.0,E,B,True,5.0,old,340000,10967.741935483871,False,Pernety,100495,None,1.0,False,1032.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag755942-359464489,buy,flat,agency,33.0,2,1.0,gaz ,True,1.0,8.0,True,3.0,E,E,False,5.0,old,437000,13242.424242424242,False,Montparnasse - Raspail,100496,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag755942-359701237,buy,flat,agency,47.0,2,1.0,individuel,True,1.0,5.0,True,2.0,E,B,True,5.0,old,460000,9787.234042553191,False,République - Saint-Ambroise,100516,None,1.0,False,1416.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 10e,ag755942-359664571,buy,flat,agency,49.0,3,1.0,électricité ,True,1.0,6.0,True,3.0,E,B,True,5.0,old,535000,10918.367346938776,False,Louis Blanc - Aqueduc,100521,None,1.0,False,1500.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,ag755942-358491361,buy,flat,agency,50.0,3,2.0,électricité ,False,1.0,6.0,True,0.0,C,C,True,5.0,old,575000,11500.0,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,1680.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,ag755942-361971478,buy,flat,agency,57.0,3,2.0,gaz ,True,1.0,6.0,True,2.0,E,E,True,5.0,old,610000,10701.754385964912,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,3540.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag755942-359018056,buy,flat,agency,75.0,3,2.0,collectif,True,1.0,6.0,True,1.0,E,E,True,5.0,old,740000,9866.666666666666,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,3000.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 12e,ag755942-358078657,buy,flat,agency,102.0,5,3.0,gaz ,True,2.0,6.0,True,1.0,E,E,True,5.0,old,825000,8088.235294117647,False,Bel-Air - Nord,100509,None,2.0,False,2508.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 17e,ag755942-361353007,buy,flat,agency,106.0,3,2.0,None,False,1.0,6.0,True,0.0,E,E,True,5.0,old,1383000,13047.169811320755,False,Legendre - Lévis,100470,None,2.0,False,4740.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 1er,ag755942-359717326,buy,flat,agency,90.0,4,2.0,gaz ,False,2.0,6.0,True,3.0,D,D,True,5.0,old,1675000,18611.11111111111,False,Châtelet - Les Halles,100559,None,1.0,False,3600.0,False,False,0.0,False,0.0,0.0,large,veryExpensive
Paris 19e,adapt-immo-7505010898,buy,flat,mandatary,56.0,3,2.0,gaz ,True,1.0,6.0,True,5.0,E,E,True,5.0,None,523000,9339.285714285714,False,Bassin de la Villette,100456,None,1.0,False,1500.0,False,False,0.0,False,1.0,0.0,middle,not-expensive
Paris 20e,iad-france-1230909,buy,flat,mandatary,33.0,2,1.0,radiateur gaz individuel ,True,1.0,5.0,False,2.0,D,D,True,5.0,new,299000,9060.60606060606,False,Télégraphe - Pelleport - Saint-Fargeau,100442,None,1.0,False,732.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 18e,gedeon-25843329,buy,flat,agency,78.0,3,2.0,Gaz,False,1.0,6.0,True,2.0,D,E,False,5.0,new,685000,8782.051282051281,False,Jules Joffrin,100464,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 16e,immo-facile-50838430,buy,flat,agency,23.28,2,1.0,collectif ,False,1.0,5.0,False,3.0,F,D,True,5.26,new,275000,11222.079037800686,False,Porte de Saint-Cloud - Auteuil-Sud,100480,False,1.0,False,1008.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 12e,immo-facile-3721105,prestige,flat,agency,97.0,4,2.0,radiateur gaz collectif ,True,1.0,7.0,False,0.0,D,D,True,5.0,new,935000,9639.175257731958,False,Vallée de Fecamp,100505,False,1.0,False,3526.0,False,False,0.0,False,0.0,1.0,large,expensive
Paris 2e,hektor-PARISLUXURYHOMES-2500,buy,flat,agency,74.63,4,2.0,radiateur gaz collectif ,False,2.0,6.0,True,6.0,E,E,True,2.7,old,1900000,24788.958863727727,False,Gaillon - Vivienne,100557,None,2.0,False,3526.0,False,False,4.0,False,0.0,0.0,middle,veryExpensive
Paris 18e,ag752991-363012646,buy,flat,agency,44.0,2,1.0,gaz individuel,True,1.0,6.0,True,1.0,F,F,False,3.62,old,398000,8729.545454545454,False,Barbès - Château Rouge,100463,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag754594-363030502,buy,flat,agency,37.0,2,1.0,électricité individuel,False,1.0,6.0,True,6.0,G,C,True,4.1666666666667,old,375000,9729.72972972973,False,République - Saint-Ambroise,100516,None,1.0,False,1083.519999999996,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 11e,ag754594-363030505,buy,flat,agency,34.0,2,1.0,électricité individuel,True,1.0,5.0,True,4.0,D,B,True,3.90625,old,399000,11294.117647058823,False,République - Saint-Ambroise,100516,None,1.0,False,1714.23999999996,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 19e,ag754594-363030592,buy,flat,agency,81.0,3,1.0,gaz collectif,True,1.0,12.0,True,1.0,E,E,True,3.7383177570094,old,555000,6604.938271604939,False,Belleville,100448,None,1.0,False,3139.5200000000405,False,False,0.0,False,0.0,0.0,large,not-expensive
Paris 14e,ag754666-363024571,buy,flat,agency,21.0,1,0.0,None,True,1.0,4.0,True,4.0,E,E,True,4.88,old,258000,11714.285714285714,False,Jean Moulin - Porte d'Orléans,100492,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,extratiny,cheap
Paris 6e,ag755464-363037273,buy,flat,agency,60.0,3,2.0,gaz ,True,1.0,6.0,True,2.0,F,F,False,4.0,old,894400,14333.333333333334,False,Saint-Placide,100539,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag922730-363046389,buy,flat,agency,48.0,2,1.0,collectif,True,1.0,6.0,True,1.0,E,F,True,5.0,old,448000,9104.166666666666,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 6e,ag922730-363046758,buy,flat,agency,44.0,2,1.0,gaz collectif,True,1.0,7.0,True,1.0,E,E,True,5.0,old,525000,11640.90909090909,False,Notre Dame des Champs,100540,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 6e,ag922730-363046725,buy,flat,agency,86.0,4,4.0,gaz collectif,True,2.0,7.0,True,1.0,E,E,True,5.0,old,975000,11060.697674418605,False,Notre Dame des Champs,100540,None,1.0,False,3526.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 6e,ag922730-363046719,buy,flat,agency,130.0,7,5.0,gaz collectif,True,3.0,7.0,True,1.0,E,E,True,5.0,old,1500000,11257.076923076924,False,Notre Dame des Champs,100540,None,2.0,False,3526.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 11e,ag750365-362979082,buy,flat,agency,93.0,4,3.0,électricité ,True,1.0,8.0,True,4.0,NS,A,False,5.0,old,879000,9451.612903225807,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,expensive
Paris 17e,ag750365-362979163,buy,flat,agency,106.0,4,3.0,collectif,True,2.0,6.0,True,6.0,NS,D,True,3.8,old,1730000,15722.641509433963,False,Ternes - Maillot,100474,None,1.0,False,4740.0,False,False,1.0,False,0.0,0.0,large,veryExpensive
Paris 19e,ag755382-362999125,buy,flat,agency,80.0,4,3.0,gaz ,True,1.0,5.0,True,4.0,D,D,True,5.0,old,800000,9812.5,False,La Villette - Porte de Pantin,110477,None,1.0,False,1680.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 11e,ag755382-362999113,buy,flat,agency,76.0,4,3.0,électricité individuel,True,1.0,6.0,True,1.0,F,D,True,5.0,old,895000,11381.578947368422,False,Léon-Blum - Folie-Regnault,100513,None,1.0,False,2340.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 3e,gedeon-25834502,buy,flat,agency,123.0,5,3.0,Electrique,False,1.0,2.0,False,3.0,E,B,False,5.0,old,1170000,9512.19512195122,False,Arts-et-Métiers,110463,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 15e,hektor-cphparis15-125927,buy,flat,agency,38.0,2,1.0,radiateur électrique individuel ,True,1.0,6.0,True,5.0,F,C,True,5.0,old,432000,11368.421052631578,False,Vaugirard - Parc des Expositions,100489,None,1.0,False,1570.0,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 10e,apimo-7527527,buy,flat,agency,98.0,4,1.0,Radiateur Electrique Individuel ,False,1.0,7.0,True,2.0,E,D,False,4.424778761061947,None,1180000,11530.612244897959,False,Château d'Eau - Lancry,100518,False,1.0,False,0.0,False,False,0.0,False,1.0,0.0,large,veryExpensive
Paris 15e,immo-facile-51008661,buy,flat,agency,41.5,2,1.0,collectif ,True,1.0,5.0,True,5.0,E,D,True,4.98,new,485000,11132.530120481928,False,Dupleix - Motte Picquet,100486,False,1.0,False,2256.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 10e,immo-facile-3771205,buy,flat,agency,75.27,4,2.0,électrique individuel ,True,1.0,6.0,True,4.0,E,B,True,5.0,old,662000,8795.00464992693,False,Louis Blanc - Aqueduc,100521,False,1.0,False,2964.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 3e,immo-facile-50709492,buy,flat,agency,130.0,4,3.0,radiateur gaz individuel ,True,2.0,3.0,True,2.0,D,B,True,4.17,old,2500000,18461.53846153846,False,Archives,110464,False,1.0,False,2130.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 11e,adapt-immo-75008119354,buy,flat,network,19.0,1,0.0,électrique ,False,1.0,6.0,False,0.0,G,C,True,5.0,new,220000,11578.947368421053,False,Nation - Alexandre Dumas,100512,None,1.0,False,372.0,False,False,0.0,False,0.0,0.0,extratiny,cheap
Paris 11e,ag751938-362851138,buy,flat,network,30.0,1,1.0,gaz collectif,True,1.0,9.0,True,4.0,E,E,True,5.0,old,335000,11166.666666666666,False,Bastille - Popincourt,100514,None,1.0,False,1536.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 17e,ag751938-362868730,buy,flat,network,49.0,3,2.0,électricité individuel,True,1.0,5.0,True,1.0,E,B,True,5.0,old,560000,11428.57142857143,False,La Fourche - Guy Moquet,100468,None,1.0,False,2556.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 7e,ag754682-362860303,buy,flat,agency,25.0,2,1.0,électricité individuel,False,1.0,6.0,True,6.0,E,B,True,4.71,old,370000,14134.0,False,Saint-Thomas d'Aquin - Bac - Musée d'Orsay,100538,None,1.0,False,800.000000000004,False,False,0.0,False,1.0,0.0,tiny,not-expensive
Paris 16e,ag754682-362860327,buy,flat,agency,46.0,2,1.0,None,True,1.0,8.0,True,0.0,E,E,True,5.0,old,469000,10195.652173913044,False,Auteuil-Nord - Jasmin - Mirabeau,100479,None,1.0,False,2379.99999999996,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 14e,ag755694-362860459,buy,flat,agency,55.0,3,2.0,gaz individuel,True,1.0,6.0,True,0.0,E,B,False,5.0,old,595000,10818.181818181818,False,Montparnasse - Raspail,100496,None,1.0,False,0.0,False,False,1.0,False,0.0,0.0,middle,not-expensive
Paris 13e,ag755694-362860432,buy,flat,agency,63.0,3,2.0,radiateur collectif,True,1.0,6.0,True,2.0,F,E,False,5.0,old,650000,10317.460317460318,False,Nationale - Deux Moulins,110468,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,middle,expensive
Paris 15e,ag922730-362867070,buy,flat,agency,32.0,1,0.0,électricité individuel,True,1.0,6.0,True,0.0,D,D,True,5.0,old,373635,11273.59375,False,Violet - Commerce,100485,None,1.0,False,3526.0,False,False,0.0,False,0.0,1.0,tiny,not-expensive
Paris 18e,apimo-7516575,buy,flat,agency,30.0,1,0.0,Convecteur Electrique Individuel ,False,1.0,5.0,True,5.0,G,C,False,4.651162790697675,None,450000,14333.333333333334,False,Montmartre - Sacré Coeur - Abbesses,100465,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 16e,apimo-7524436,buy,flat,agency,161.21,4,2.0,Radiateur Gaz Collectif ,False,1.0,4.0,True,2.0,E,E,False,4.444444444444445,None,2350000,13956.950561379566,False,Muette-Nord - Trocadéro,100477,False,1.0,False,0.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 17e,hektor-BOSSEMONAIMMOBILIER-247,prestige,flat,agency,180.0,6,4.0,radiateur gaz individuel ,True,2.0,6.0,True,5.0,D,E,True,2.1,old,1945000,10583.333333333334,False,Ternes - Maillot,100474,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,extralarge,veryExpensive
Paris 16e,immo-facile-50998111,buy,flat,agency,85.0,3,2.0,collectif ,True,1.0,6.0,True,4.0,C,A,True,2.5,new,820000,9411.764705882353,False,Porte de Saint-Cloud - Auteuil-Sud,100480,False,1.0,False,4063.0,False,False,0.0,False,0.0,0.0,large,expensive
Paris 10e,apimo-7522430,buy,flat,agency,153.0,5,3.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,2.0,D,D,False,3.161290322580645,None,1599000,10130.718954248367,False,Porte Saint-Martin - Paradis,100517,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 2e,apimo-7522438,buy,flat,agency,153.0,5,3.0,Radiateur Gaz Individuel ,False,1.0,6.0,True,2.0,D,D,False,3.161290322580645,None,1599000,10130.718954248367,False,Sentier,100556,None,1.0,False,0.0,False,False,0.0,False,1.0,0.0,extralarge,veryExpensive
Paris 16e,ag922730-362820756,buy,flat,agency,59.0,3,1.0,électricité individuel,True,1.0,2.0,False,2.0,E,D,True,5.0,old,522750,8644.06779661017,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,2256.0,True,False,0.0,False,0.0,0.0,middle,not-expensive
Boulogne-Billancourt,iad-france-1230594,buy,flat,mandatary,118.0,5,3.0,gaz collectif ,True,1.0,9.0,True,8.0,E,E,True,5.0,new,1070000,9067.796610169491,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,6600.0,False,False,1.0,False,1.0,0.0,large,veryExpensive
Paris 15e,ag922730-362779980,buy,flat,agency,59.0,3,2.0,électricité individuel,True,1.0,2.0,False,3.0,E,B,True,5.0,old,585000,9661.016949152543,False,Saint-Lambert - Convention,100484,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 12e,immo-facile-50778699,buy,flat,agency,48.66,3,2.0,électrique individuel ,True,1.0,6.0,False,2.0,E,B,True,5.0,new,580000,11919.441019317715,False,Jardin de Reuilly,100506,False,1.0,False,1600.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 15e,immo-facile-50996411,buy,flat,agency,67.95,4,2.0,radiateur électrique individuel ,True,1.0,6.0,True,1.0,E,B,True,4.17,new,650000,9183.222958057395,False,Saint-Lambert - Convention,100484,False,1.0,False,2404.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,immo-facile-50996420,buy,flat,agency,64.18,3,2.0,radiateur collectif ,True,1.0,7.0,True,7.0,F,F,True,2.19,new,699000,10657.525708943595,False,Georges Brassens,100490,False,1.0,False,2500.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 18e,iad-france-1229812,buy,flat,mandatary,25.0,1,0.0,gaz individuel ,False,1.0,6.0,False,0.0,D,D,True,5.0,old,259500,10380.0,False,Jules Joffrin,100464,None,1.0,False,1200.0,False,False,0.0,False,0.0,0.0,tiny,cheap
Paris 16e,ag752814-362720167,buy,flat,agency,70.0,2,1.0,collectif,False,1.0,6.0,True,0.0,D,D,True,5.2793124616329,old,857500,11635.714285714286,False,Dauphine,100475,None,1.0,False,3000.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 20e,nexity-GB00143124,buy,flat,agency,29.0,1,0.0,None,True,1.0,6.0,True,4.0,E,E,True,5.0,old,266000,9172.413793103447,False,Saint-Blaise,100444,False,1.0,False,2100.0,False,False,0.0,False,1.0,0.0,tiny,cheap
Paris 12e,immo-facile-3644543,buy,flat,agency,41.32,3,1.0,gaz individuel ,True,1.0,6.0,False,6.0,E,E,True,5.5,new,369250,8470.474346563407,False,Jardin de Reuilly,100506,True,1.0,False,1380.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 15e,immo-facile-adresse-13099759,buy,flat,agency,57.74,1,2.0,radiateur électrique individuel ,True,1.0,6.0,True,4.0,F,C,True,5.0,old,630000,10391.40976792518,False,Cambronne - Garibaldi,100481,False,1.0,False,2283.12,False,False,0.0,False,0.0,1.0,middle,expensive
Paris 13e,immo-facile-adresse-13098643,buy,flat,agency,69.0,3,2.0,None,False,1.0,8.0,True,1.0,D,VI,True,5.0,new,699000,10130.434782608696,False,Bibliothèque - Dunois - Jeanne d'Arc,110469,False,1.0,False,2300.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 17e,immo-facile-99938074741,buy,flat,agency,74.8,4,2.0,gaz collectif ,True,2.0,7.0,True,1.0,E,D,True,5.0,old,760000,10160.42780748663,False,Pereire,100471,False,1.0,False,2412.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 16e,ag922730-362603364,buy,flat,agency,40.0,2,1.0,individuel,True,1.0,6.0,True,1.0,G,C,True,5.0,old,420000,10250.0,False,Porte de Saint-Cloud - Auteuil-Sud,100480,None,1.0,False,3526.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
Paris 13e,century-21-202_2947_6756,buy,flat,agency,52.71,3,2.0,Individuel Radiateur Electricité,False,1.0,7.0,True,3.0,E,B,True,5.0,new,655000,12426.484538038323,False,Croulebarbe,110467,None,0.0,False,1728.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 20e,iad-france-1229952,buy,flat,mandatary,56.0,3,1.0,électrique individuel ,True,1.0,6.0,False,1.0,G,C,True,5.0,new,480000,8571.42857142857,False,Ménilmontant - Amandiers,100447,None,1.0,False,1800.0,False,False,0.0,False,0.0,0.0,middle,not-expensive
Paris 8e,iad-france-1223590,buy,flat,mandatary,61.0,3,2.0,radiateur gaz individuel ,True,1.0,6.0,True,3.0,E,E,True,5.0,old,850000,13934.426229508197,False,Mairie,100530,None,1.0,False,3072.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 14e,ag755719-362577100,buy,flat,agency,44.0,2,1.0,collectif,True,1.0,5.0,True,4.0,B,A,True,5.0,old,830000,18863.636363636364,False,Pernety,100495,None,1.0,False,1080.0,False,False,0.0,False,1.0,0.0,tiny,expensive
Paris 14e,ag755719-362577136,buy,flat,agency,69.0,3,2.0,collectif,True,1.0,7.0,True,5.0,B,B,True,5.0,old,1050000,15217.391304347826,False,Montsouris - Dareau,100493,None,1.0,False,1680.0,False,False,0.0,False,0.0,0.0,middle,veryExpensive
Paris 17e,apimo-7517089,buy,flat,agency,66.0,3,2.0,Radiateur Gaz Individuel ,False,1.0,4.0,False,1.0,E,D,False,3.1292517006802725,None,758000,11136.363636363636,False,Batignolles - Cardinet,100469,True,1.0,False,0.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,hektor-72_cphagentsco-126491,buy,flat,mandatary,69.18,3,2.0,None,True,2.0,7.0,True,1.0,E,E,True,5.0,new,699000,10104.0763226366,False,Cambronne - Garibaldi,100481,None,1.0,False,2916.0,False,False,0.0,False,0.0,0.0,middle,expensive
Paris 15e,apimo-7513469,buy,flat,agency,32.5,2,1.0,Radiateur Electrique ,False,1.0,6.0,True,2.0,E,D,False,5.0,None,380000,11692.307692307691,False,Cambronne - Garibaldi,100481,None,1.0,False,0.0,False,False,0.0,False,0.0,0.0,tiny,not-expensive
